sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Female,29.0,Greater than 45,Caucasian,0.0,4.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Female,34.0,25 - 45,Hispanic,0.0,4.0,0.0,0.0,4.0,-1.0,0.0,0.0,1.0,M,0
Male,32.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,F,0
Male,49.0,25 - 45,African-American,0.0,6.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,M,0
Male,96.0,25 - 45,African-American,0.0,8.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,47.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,35.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,0.0,113.53533,0.0,0.0,0.0,F,0
Male,96.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,F,0
Male,26.0,Less than 25,African-American,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,F,1
Male,24.0,25 - 45,Caucasian,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,M,0
Female,25.0,25 - 45,African-American,0.0,3.0,0.0,0.0,1.0,-1.0,2.0,0.0,1.0,M,0
Male,30.0,25 - 45,African-American,0.0,4.0,0.0,0.0,3.0,-1.0,1.0,0.0,1.0,M,0
Male,96.0,Greater than 45,African-American,0.0,1.0,0.0,0.0,36.0,-1.0,602.0,0.0,61.368988,M,0
Female,96.0,25 - 45,African-American,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,0
Male,96.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,2.0,F,0
Male,21.0,Less than 25,African-American,0.0,7.0,1.0,7.0,3.0,-414.0,1.0,0.0,27.0,F,1
Female,26.0,Less than 25,Hispanic,0.0,10.0,0.0,7.0,1.0,-1.0,602.0,0.0,1.0,F,1
Male,51.0,25 - 45,Caucasian,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0
Male,18.0,25 - 45,African-American,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,1
Male,33.0,25 - 45,Hispanic,0.0,5.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,26.0,25 - 45,African-American,0.0,4.0,0.0,0.0,0.0,-1.0,602.0,0.0,1.0,F,1
Female,22.0,Less than 25,African-American,0.0,5.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,1
Male,96.0,Greater than 45,Caucasian,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,27.0,Greater than 45,African-American,0.0,2.0,0.0,0.0,0.0,-1.0,31.0,0.0,1.0,M,0
Male,22.0,Less than 25,African-American,0.0,5.0,0.0,7.0,2.0,-1.0,1.0,0.0,1.0,F,1
Male,34.0,25 - 45,African-American,0.0,8.0,0.0,0.0,36.0,-1.0,602.0,0.0,1.0,F,1
Male,27.0,25 - 45,African-American,0.0,5.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,F,1
Male,33.0,25 - 45,Hispanic,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Male,39.0,Greater than 45,Caucasian,0.0,7.0,0.0,0.0,21.246527,-36.872757,5.0,0.0,186.15825,M,0
Male,33.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,F,0
Female,26.0,25 - 45,African-American,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,M,0
Female,54.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,4.0,-1.0,3.0,0.0,77.030945,M,0
Male,34.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0
Male,27.0,25 - 45,African-American,0.0,4.0,0.0,0.0,1.0,-2.0,1.0,0.0,1.0,F,0
Male,39.0,Greater than 45,African-American,0.0,1.0,0.0,0.0,3.0,-1.0,0.0,0.0,837.7515,F,0
Male,37.0,25 - 45,Hispanic,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,M,1
Female,22.0,25 - 45,African-American,0.0,4.0,0.0,0.0,4.0,-414.0,0.0,0.0,7604.0,F,1
Female,41.0,25 - 45,African-American,0.0,4.0,0.0,0.0,1.0,-1.0,11.0,0.0,1.0,F,0
Male,39.0,Greater than 45,Caucasian,0.0,3.0,0.0,0.0,3.0,-1.0,602.0,0.0,2.0,M,1
Male,33.0,25 - 45,Hispanic,0.0,4.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,F,0
Male,33.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Male,30.0,25 - 45,Hispanic,0.0,10.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,F,0
Male,32.0,25 - 45,African-American,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0
Male,21.0,Less than 25,African-American,0.0,7.0,0.0,0.0,0.0,-1.0,602.0,0.0,1.0,F,1
Male,46.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,7604.0,M,0
Male,24.0,Less than 25,African-American,0.0,10.0,0.0,7.0,1.0,0.0,30.0,0.0,1.0,F,1
Male,45.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
