sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,26,25 - 45,Caucasian,0,3,0,0,0,-0.6003599041795582,-0.2218483035059089,0.5531378810012123,0.7603610120026135,F,0
Male,26,25 - 45,Caucasian,0,3,0,0,0,-0.3647517906258417,-0.14623407420153667,0.5212882420194525,0.4644982983088226,F,0
Female,30,Less than 25,Other,1,2,0,1,2,411.93320115136606,26.356242199487987,2098.809989935152,43.99505233994785,M,1
Male,25,25 - 45,Caucasian,0,7,1,0,0,-1.1516112131610818,-0.19697847845276273,0.2670183843925497,0.7196800574500151,F,0
Male,26,25 - 45,Caucasian,0,3,0,0,0,-0.7427195118100514,-0.1472037915493598,0.49218967846407996,0.6525137077419193,F,0
Male,32,25 - 45,African-American,0,4,0,0,4,-1.273889978898641,1.4440914451296685,-0.22640221452734816,1.2470051291361408,F,0
Male,28,Less than 25,African-American,1,3,0,1,1,-24.837619277858032,29.233495098985106,234.308689608945,53.20641953336232,F,1
Female,33,Less than 25,Hispanic,1,2,0,1,3,355.94042253119056,51.652545867539615,1940.445962277532,237.67452883534898,M,1
Male,27,Less than 25,African-American,1,3,0,1,1,-1.8172391437775346,24.69313002446645,352.0475911438591,41.97806761166729,M,1
Male,27,Less than 25,African-American,1,3,0,1,1,-4.347124828221606,28.35943396161222,212.88764209380594,51.65573885708226,F,1
Female,33,Less than 25,Hispanic,1,2,0,1,4,350.840018692775,5.136926287812308,1932.7789864654908,253.48078756060627,M,1
Male,26,25 - 45,Caucasian,0,8,1,0,0,-0.5523790395865128,-0.10001781797143794,0.3679393840208059,0.5059858840437064,F,0
Male,25,25 - 45,African-American,0,0,0,0,0,-0.6553753040799415,0.8884676298604053,-0.05323882906070096,0.8888555697714117,M,1
Male,22,25 - 45,Caucasian,0,7,1,0,0,-1.2463618623096313,-0.09391711920914936,-0.34607753207985104,0.6705764225420979,F,0
Male,26,25 - 45,Caucasian,0,8,1,0,0,-0.3916301160272474,-0.21875184302665995,0.5505991991015675,0.3307560641567505,F,0
Male,28,25 - 45,African-American,1,3,0,1,1,-33.86600704932299,31.516882850755895,227.67027232405167,44.74986900687786,F,1
Male,27,25 - 45,African-American,0,0,0,0,3,-0.3471392739233276,1.1739844227441063,-0.10225953957920339,0.4625859080856153,F,1
Male,26,25 - 45,Caucasian,0,7,1,0,0,-0.5577837052196186,-0.15629221261130866,0.5089501902649185,0.9612738231414599,F,0
Female,29,Less than 25,Other,1,1,0,1,2,416.5259823869937,17.71847832885053,2124.5925879912193,-60.27322767223097,M,1
Male,23,25 - 45,African-American,0,2,0,0,0,-0.7431495946381976,0.05996926710628936,0.4020088503904848,0.6406485155365788,F,0
Male,24,25 - 45,African-American,0,2,0,0,0,-0.7690157167319313,0.08084036255350413,0.420241259494018,0.5838002251224174,F,0
Male,29,25 - 45,African-American,0,3,0,0,3,-0.23534973325985575,1.5882189855665116,-0.28792211133435713,1.183395491658561,F,1
Male,27,25 - 45,African-American,0,0,0,0,3,-1.1387760520652774,0.9752857342539061,0.12016154921884516,0.8706282090119617,F,1
Male,29,25 - 45,African-American,0,0,0,0,3,-1.4465545274582892,1.3388585204760368,-0.08379116025122232,1.2714004861940547,F,1
Male,20,25 - 45,Caucasian,0,7,1,0,0,-1.037669953970589,-0.12143713905191622,-0.4488780721466018,0.681900305965596,F,0
Male,29,25 - 45,African-American,1,3,0,1,1,-53.91500466776472,34.65310918001181,21.609473377282967,54.76288493660099,F,1
Male,26,25 - 45,African-American,0,0,0,0,3,-0.37573986816799676,1.264056677070882,-0.19216647146462817,0.5118782252146705,M,1
