sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,29,25 - 45,African-American,0,9,0,0,18,-0.9782571562083701,8.944186339565476,0.010709396473374183,0.9880730800286427,F,1
Male,56,Greater than 45,African-American,0,1,0,0,0,-0.9579223791907683,0.0013543580159804947,0.014046881280964568,0.995317894973144,M,0
Female,31,25 - 45,African-American,0,2,0,0,0,-0.9487842534785359,30.101930204281572,0.006267566950420217,1.0012035293760102,F,0
Male,44,Greater than 45,African-American,0,2,0,0,3,-0.06331766212065892,1.2178912749821653,0.007809188271630671,0.06593892499978093,F,1
Female,55,Greater than 45,African-American,0,1,0,0,0,-0.9594269800140648,0.009576008737793407,0.013779854854711754,0.9972129907729734,M,0
Male,24,Less than 25,African-American,0,2,0,0,1,-0.9603014208302052,0.015062992595340274,0.004192858201825689,1.0003664318447973,F,1
Male,50,Greater than 45,Caucasian,0,1,0,0,0,-0.9616574703551987,0.00565883119182764,0.009500226914548965,0.9988986305282089,F,0
Male,28,25 - 45,African-American,0,5,0,1,3,-0.9481831389226113,0.04126177934203046,0.007082202830359263,0.989893512832524,M,1
Male,23,25 - 45,Caucasian,0,2,0,0,0,-15.68363777477818,-0.00938516994197891,0.04650616590224792,6.924345320850733,F,0
Male,25,25 - 45,African-American,0,5,0,0,11,-0.9714998285071884,0.5131876705066166,0.006552997428200813,0.9872117890396708,M,1
Male,29,25 - 45,African-American,0,9,0,0,22,-0.9482407798455703,11.055141889489324,0.01469279133676464,0.9768823633782302,F,1
Male,27,25 - 45,Caucasian,0,2,0,0,0,-0.9516312012251454,0.01620444754215722,-0.0009124317894012857,0.9882682107434613,F,0
Male,55,Greater than 45,Caucasian,0,1,0,0,0,-0.9481651832888415,0.8715767506336971,0.01361267371076727,0.9929099809142146,F,0
Male,22,Less than 25,Caucasian,0,2,0,0,0,-0.9646874871827344,0.011524285614748386,0.0035525882612094384,0.9976661720613789,M,0
Male,43,Greater than 45,African-American,0,1,0,0,3,-0.8321129361708274,0.4018043220935098,0.01681038528549568,0.8832860669174035,F,1
Male,46,Greater than 45,Caucasian,0,1,0,0,0,-0.942212273786738,0.018483184715073042,0.02146024867859052,0.9902114209661227,M,0
Male,39,Greater than 45,Caucasian,0,5,0,0,15,-0.9625100799076447,0.2044993572548225,0.013400188722697548,0.9906010984828616,M,1
Female,55,Greater than 45,African-American,0,2,0,0,3,-0.9411175171990864,1.640328791355552,0.013324113223118897,0.9942446241382727,F,0
Male,29,25 - 45,Caucasian,0,2,0,0,0,-0.9555551821731227,0.014663706388682307,0.0028468523349819697,1.003275628639122,F,0
