sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,59,25 - 45,African-American,4,5,0,0,4,642.3592529296875,83.33915710449219,395.68536376953125,639.3378295898438,M,0
Male,78,Greater than 45,African-American,4,6,5,2,15,597.5292358398438,231.6603546142578,2764.0830078125,4306.8486328125,M,0
Male,62,25 - 45,Other,4,5,1,0,2,335.54376220703125,92.56175231933594,1604.026123046875,790.091064453125,M,1
Male,58,25 - 45,African-American,4,6,0,0,0,-381.4743957519531,6.806246280670166,-83.82179260253906,158.85365295410156,F,1
Male,58,25 - 45,African-American,4,8,0,0,1,-217.65863037109375,22.783958435058594,75.07723999023438,311.4776306152344,M,1
Female,89,Less than 25,African-American,4,5,10,6,29,480.18707275390625,473.5096130371094,5894.78369140625,5298.7880859375,F,0
Male,68,25 - 45,African-American,4,5,7,3,35,391.39996337890625,370.1598205566406,2007.919921875,7387.93603515625,F,0
Male,59,25 - 45,African-American,4,6,0,0,1,-320.54937744140625,18.51858901977539,45.479644775390625,381.6363830566406,F,0
Male,75,Greater than 45,African-American,4,5,3,3,15,667.66748046875,286.2372131347656,2282.21728515625,1660.7459716796875,F,0
Male,79,Less than 25,Other,4,5,5,5,20,363.37762451171875,407.81787109375,3575.5927734375,5744.595703125,F,1
Male,58,25 - 45,African-American,4,7,0,0,0,-251.04824829101562,22.68707847595215,152.57080078125,335.28076171875,M,1
Male,60,25 - 45,Caucasian,4,6,1,0,8,-278.76702880859375,53.01911163330078,416.57904052734375,875.402587890625,F,0
Male,93,Less than 25,Hispanic,4,5,8,5,14,276.9998779296875,547.593017578125,5390.103515625,5987.693359375,F,0
Male,88,Less than 25,Asian,5,5,8,5,29,254.5853271484375,465.8360290527344,6390.73388671875,6187.462890625,F,0
Male,88,Less than 25,Other,4,5,8,3,18,598.9120483398438,487.7737121582031,5034.419921875,3693.481201171875,M,0
Male,92,Less than 25,Asian,5,6,11,5,33,632.350341796875,573.145263671875,6246.31494140625,7255.6181640625,M,0
Female,59,25 - 45,African-American,4,5,0,0,4,-276.24554443359375,44.7663459777832,102.75668334960938,511.0232849121094,F,0
Male,59,25 - 45,African-American,4,6,0,0,1,-329.32000732421875,38.95868682861328,343.63043212890625,580.9273071289062,F,1
Male,95,Less than 25,Asian,4,5,12,6,35,528.9601440429688,550.9752197265625,7339.57080078125,7430.1533203125,M,1
Male,94,Less than 25,Asian,5,5,12,6,27,1017.4520263671875,585.7289428710938,7440.064453125,7039.92724609375,M,1
Male,60,Less than 25,Hispanic,4,5,1,0,3,-336.250732421875,40.74469757080078,-97.3182373046875,288.6974182128906,F,1
Female,70,25 - 45,Caucasian,4,5,4,3,19,239.163818359375,282.6068115234375,2357.470947265625,2716.127197265625,F,0
Male,61,25 - 45,African-American,4,5,1,2,12,317.59130859375,281.2619934082031,2192.23486328125,5052.85986328125,M,0
Female,63,Greater than 45,African-American,4,5,2,0,7,-143.89205932617188,114.82317352294922,371.7470703125,968.183349609375,F,0
Male,58,25 - 45,African-American,4,9,0,0,0,-252.2257537841797,14.122536659240723,-62.695892333984375,199.5084991455078,F,1
Female,67,25 - 45,Native American,4,6,2,1,12,-77.62298583984375,183.9088592529297,1457.0657958984375,1322.607177734375,F,1
Male,58,25 - 45,Hispanic,4,5,0,0,0,-370.35009765625,13.090275764465332,-183.7039337158203,107.2684097290039,M,1
Male,77,Less than 25,African-American,5,7,8,3,26,125.3812255859375,225.68165588378906,5452.06689453125,4008.64501953125,F,0
Female,58,25 - 45,African-American,4,8,0,0,0,-378.27105712890625,21.891260147094727,-81.53929138183594,188.6129913330078,F,0
Female,64,25 - 45,Hispanic,4,6,3,1,13,907.293212890625,260.2643737792969,1546.5531005859375,2358.428955078125,M,1
Male,60,25 - 45,Caucasian,4,5,0,0,6,-223.26870727539062,60.53214645385742,652.2759399414062,1911.8486328125,F,0
Female,63,25 - 45,African-American,4,6,7,4,22,-261.3397216796875,185.14083862304688,2780.629150390625,5200.73486328125,F,1
Male,94,Less than 25,Caucasian,4,6,11,6,32,-192.72305297851562,503.98211669921875,5821.4931640625,6106.46533203125,F,1
Male,62,25 - 45,African-American,4,5,2,1,4,359.8311767578125,137.8896026611328,1675.3797607421875,1508.810791015625,M,0
Male,59,25 - 45,African-American,4,6,0,0,8,-190.75778198242188,73.38168334960938,511.2037353515625,760.75439453125,F,0
