sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,61,25 - 45,Caucasian,4,5,3,2,18,0.5673828125,157.07916259765625,834.35888671875,1914.8392333984375,F,0
Male,57,25 - 45,African-American,4,9,0,0,35,677.279296875,1.675708293914795,-248.55532836914062,46.99399185180664,F,0
Male,59,25 - 45,African-American,4,7,0,0,35,-214.6420135498047,15.467147827148438,1088.7950439453125,224.1299591064453,F,1
Male,58,25 - 45,African-American,4,9,0,0,35,-186.50717163085938,21.128955841064453,220.66680908203125,129.44287109375,F,1
Male,57,25 - 45,African-American,4,9,0,0,9,-361.1446838378906,6.696588516235352,-241.5646209716797,41.6644172668457,M,0
Female,58,25 - 45,Caucasian,4,6,0,0,18,775.2664794921875,23.87029457092285,-30.49432373046875,394.9544372558594,F,0
Male,62,25 - 45,Caucasian,4,5,1,0,0,-303.06060791015625,49.2655143737793,1335.9315185546875,732.6026611328125,F,1
Male,78,Less than 25,Caucasian,4,5,8,2,1,135.23590087890625,210.83155822753906,4049.89306640625,3875.192138671875,F,0
Male,57,25 - 45,Caucasian,4,5,0,0,35,518.7105102539062,28.07941436767578,143.39181518554688,169.35621643066406,F,0
Male,95,Greater than 45,Asian,4,5,12,6,15,692.9365234375,594.4124145507812,7602.4404296875,7518.92626953125,M,0
Male,57,25 - 45,Asian,4,9,0,0,35,-44.404449462890625,1.0543320178985596,-221.3455047607422,37.2834587097168,F,1
Male,94,Less than 25,Hispanic,4,5,12,6,0,593.1610717773438,585.9481811523438,7385.95556640625,6915.611328125,M,0
Male,75,Less than 25,Native American,4,5,3,3,7,-164.8274688720703,435.1228942871094,2291.884521484375,3217.87744140625,F,1
Male,95,Greater than 45,Other,4,5,12,6,12,587.2213745117188,597.1438598632812,7290.671875,7562.60888671875,M,0
Male,65,25 - 45,Caucasian,4,5,2,2,2,587.6730346679688,104.22600555419922,637.100830078125,1773.6744384765625,F,0
Male,58,25 - 45,Caucasian,4,5,0,0,29,1014.5423583984375,8.06078815460205,-134.84629821777344,281.1911926269531,F,0
Female,94,Greater than 45,Asian,4,5,12,5,2,335.22332763671875,574.843505859375,6518.09716796875,7243.22705078125,M,0
Male,95,Greater than 45,Asian,4,5,12,6,2,226.03192138671875,589.79833984375,7593.00244140625,7597.82958984375,M,0
Male,65,25 - 45,African-American,4,9,1,0,35,-203.0952606201172,104.80840301513672,977.5289306640625,614.91259765625,F,1
Male,66,25 - 45,African-American,4,5,8,2,1,-296.751708984375,340.4815368652344,6035.0283203125,3178.676025390625,M,0
Male,59,25 - 45,Caucasian,4,5,0,0,33,-67.48629760742188,29.32256317138672,503.24053955078125,269.260498046875,F,1
Female,58,25 - 45,Caucasian,4,5,0,0,1,65.08749389648438,26.44669532775879,114.28530883789062,337.50909423828125,M,0
Male,69,25 - 45,African-American,4,5,2,2,4,-8.87615966796875,167.58518981933594,584.5437622070312,1501.1990966796875,F,1
Female,95,Greater than 45,Hispanic,4,5,12,6,6,937.2353515625,601.9186401367188,7601.6025390625,7596.75537109375,M,0
Male,57,25 - 45,African-American,4,9,0,0,19,-327.91278076171875,9.140527725219727,-231.28030395507812,57.03765106201172,M,1
Female,75,25 - 45,Native American,4,5,5,2,0,108.76129150390625,158.84828186035156,4209.83544921875,3065.088134765625,M,1
Male,73,Less than 25,Native American,4,5,5,1,1,-305.626220703125,295.0975646972656,4926.796875,3037.956298828125,M,1
Male,89,Greater than 45,African-American,4,5,12,6,1,-274.8369140625,567.6201171875,6171.35595703125,6938.34716796875,M,0
Female,95,Greater than 45,Hispanic,4,5,12,6,0,988.0391845703125,599.9052734375,6210.7705078125,6538.76513671875,M,0
Female,58,25 - 45,African-American,4,8,0,0,30,-248.87008666992188,29.072786331176758,583.3294067382812,493.8801574707031,F,1
Male,75,25 - 45,African-American,4,5,6,5,0,405.50750732421875,418.43341064453125,5845.0205078125,2559.510009765625,F,1
Female,95,Less than 25,Hispanic,4,5,12,6,25,1012.9599609375,596.6666259765625,7596.44677734375,7590.2197265625,M,0
Male,69,25 - 45,Other,4,5,2,1,34,982.264404296875,94.06898498535156,3052.173828125,5366.14306640625,M,0
Male,65,25 - 45,Native American,4,5,2,0,1,453.60052490234375,127.46929931640625,1411.87548828125,1686.066162109375,M,1
Male,58,25 - 45,African-American,4,7,0,0,11,-247.43650817871094,22.17074203491211,-41.73016357421875,269.124755859375,F,1
Male,59,25 - 45,African-American,4,6,1,0,0,-46.3094482421875,88.97528839111328,298.84063720703125,427.6749572753906,F,1
Male,57,25 - 45,African-American,4,9,0,0,24,-386.432373046875,33.1455078125,38.41357421875,132.46026611328125,F,1
Male,61,25 - 45,Caucasian,4,5,2,1,0,-246.33941650390625,104.89891052246094,292.75787353515625,1389.8216552734375,F,0
Male,95,Greater than 45,Hispanic,4,5,12,6,0,604.8090209960938,601.8878784179688,7462.48291015625,7530.79931640625,M,0
Male,57,25 - 45,African-American,4,8,0,0,16,-347.7383728027344,22.243595123291016,-143.02052307128906,81.99790954589844,F,1
Male,65,Greater than 45,Caucasian,4,5,3,0,1,1023.1558837890625,71.26610565185547,1366.7554931640625,2269.05517578125,M,0
Male,94,Less than 25,Asian,4,5,11,6,35,861.184326171875,585.48779296875,5558.9833984375,7345.8369140625,F,0
Male,87,Greater than 45,Other,4,5,7,3,6,350.12677001953125,468.4175720214844,3105.400390625,6175.51953125,F,0
Male,74,25 - 45,African-American,4,6,7,2,27,-323.75201416015625,582.2506713867188,5601.15869140625,4632.810546875,M,1
Male,95,Greater than 45,Hispanic,4,5,12,6,3,592.8546752929688,583.7568969726562,7602.197265625,7336.18701171875,M,1
Male,70,25 - 45,Caucasian,4,5,1,1,2,-247.21771240234375,71.64573669433594,736.9141845703125,1351.205322265625,F,0
Female,59,25 - 45,Caucasian,4,5,0,0,6,-295.4100646972656,49.216976165771484,592.35791015625,501.4237976074219,F,1
Male,76,25 - 45,African-American,4,5,9,6,0,-100.54177856445312,433.92034912109375,2416.01611328125,2176.70556640625,F,0
Male,95,Greater than 45,Other,4,5,12,6,8,-143.85214233398438,572.2307739257812,7516.3720703125,7399.021484375,F,0
Male,77,Greater than 45,Caucasian,4,5,9,1,1,436.9630126953125,251.64427185058594,3831.23095703125,2691.04345703125,F,0
Male,65,25 - 45,African-American,4,6,2,0,28,394.8406982421875,161.63247680664062,3368.126220703125,1228.300048828125,F,1
Female,59,25 - 45,African-American,4,7,0,0,9,-302.12261962890625,55.297019958496094,55.006988525390625,577.2625122070312,M,1
Male,57,25 - 45,African-American,4,9,0,0,35,-391.92706298828125,14.821168899536133,-182.1324920654297,36.35432815551758,F,1
Male,58,25 - 45,African-American,4,9,0,0,10,-406.9853820800781,14.163725852966309,-27.555877685546875,123.7724609375,F,1
