sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,70,25 - 45,Native American,4,6,5,1,9,-67.00881958007812,326.38970947265625,4982.79052734375,5817.154296875,M,1
Male,60,25 - 45,African-American,4,7,2,1,24,-228.84458923339844,273.1208801269531,467.7012939453125,904.4659423828125,F,1
Male,70,25 - 45,Hispanic,4,5,7,4,4,-195.3669891357422,239.29136657714844,1587.807861328125,2433.877197265625,F,0
Male,61,25 - 45,Caucasian,4,5,1,0,4,-72.32437133789062,67.87639617919922,2995.617431640625,1622.6571044921875,F,1
Male,58,25 - 45,Caucasian,4,7,0,0,24,-106.08200073242188,60.68791580200195,147.96719360351562,227.6538543701172,M,1
Female,57,25 - 45,African-American,4,9,0,0,35,398.676513671875,2.2206549644470215,-197.31790161132812,74.18302917480469,M,1
Male,57,25 - 45,African-American,4,9,0,0,7,657.772216796875,41.72022247314453,70.10641479492188,107.06354522705078,F,1
Male,76,Less than 25,Hispanic,4,5,5,5,8,-359.869384765625,444.1267395019531,3912.39404296875,5168.267578125,M,0
Male,63,25 - 45,African-American,4,5,3,2,10,-203.91566467285156,112.58149719238281,1656.4522705078125,1508.282958984375,F,0
Male,59,25 - 45,African-American,4,9,0,0,19,496.2208251953125,10.719532012939453,438.0257568359375,340.02545166015625,F,1
Male,65,25 - 45,Hispanic,4,5,2,1,7,-285.5172119140625,113.1994400024414,986.4327392578125,890.9636840820312,F,0
Male,67,25 - 45,African-American,4,5,2,1,4,327.95184326171875,88.99639892578125,1917.455078125,1956.2978515625,M,0
Male,81,25 - 45,African-American,4,6,9,3,16,72.15289306640625,113.49159240722656,2699.018310546875,3156.830322265625,F,1
Male,59,25 - 45,African-American,4,8,0,0,10,-175.55357360839844,23.711828231811523,3.35009765625,292.35455322265625,F,0
Male,65,25 - 45,African-American,4,5,2,1,7,-97.31930541992188,222.0241241455078,1040.8873291015625,1711.130859375,F,0
Male,85,Less than 25,Other,4,5,9,5,3,961.2679443359375,419.04949951171875,5380.4794921875,5887.01806640625,F,0
Female,91,Less than 25,Asian,4,5,12,5,22,-63.900970458984375,598.4634399414062,6985.5478515625,6163.6484375,M,1
Male,66,25 - 45,African-American,4,6,6,2,5,492.31793212890625,131.9031982421875,3360.611572265625,2451.6337890625,F,0
Male,77,25 - 45,Other,4,5,6,4,3,1009.51513671875,293.741455078125,5636.78369140625,4662.4736328125,F,0
Male,58,25 - 45,African-American,4,8,0,0,10,637.2244873046875,32.10527038574219,547.0503540039062,568.21142578125,F,1
Male,91,Less than 25,Other,4,5,8,5,1,408.37628173828125,569.4222412109375,5970.64111328125,7074.697265625,M,0
Female,80,Less than 25,Asian,4,5,7,2,34,16.914093017578125,309.4158935546875,6783.41162109375,6165.84033203125,M,1
Male,72,25 - 45,Asian,4,5,4,1,7,-52.375396728515625,185.08285522460938,2113.612548828125,4152.3740234375,F,0
Female,81,Greater than 45,African-American,4,6,6,2,0,378.092041015625,320.62091064453125,4706.74560546875,2135.74560546875,F,0
Male,60,25 - 45,African-American,4,6,0,0,11,166.4156494140625,143.9860076904297,1158.904052734375,1671.0301513671875,F,1
Female,87,Less than 25,African-American,4,5,6,3,8,-45.737335205078125,293.8638610839844,6518.00341796875,6284.44873046875,M,0
Male,76,25 - 45,Other,4,5,7,4,4,964.076171875,280.5901794433594,3161.655517578125,4423.15087890625,M,1
Male,58,25 - 45,African-American,4,6,0,1,12,336.8511962890625,37.60273361206055,136.71438598632812,230.5565948486328,F,1
Female,63,25 - 45,African-American,4,5,1,1,3,158.69549560546875,119.75730895996094,1850.4423828125,2088.118408203125,F,0
Female,63,25 - 45,Caucasian,4,5,2,2,6,-180.80087280273438,300.65509033203125,1108.8853759765625,1192.8594970703125,F,0
Male,59,25 - 45,Caucasian,4,6,0,0,6,-164.5987091064453,20.49591636657715,95.72406005859375,505.7664489746094,F,1
Female,60,25 - 45,African-American,4,5,0,0,2,-143.98251342773438,30.50897789001465,498.94970703125,711.675537109375,M,1
Male,84,Less than 25,African-American,4,5,7,4,7,45.964141845703125,277.7635192871094,4106.923828125,4540.49560546875,M,0
Male,65,25 - 45,African-American,4,6,3,1,20,-33.61676025390625,195.18136596679688,1997.007080078125,1088.5609130859375,F,1
Male,67,Greater than 45,Caucasian,4,5,2,0,13,767.3406982421875,245.74375915527344,1184.167724609375,1700.456787109375,F,0
Male,95,Less than 25,Asian,4,5,12,6,14,611.302734375,599.2183837890625,7292.603515625,7503.71240234375,M,0
Male,60,25 - 45,Other,4,5,0,0,8,-226.818603515625,51.541751861572266,653.4426879882812,1202.8519287109375,M,0
Male,95,Less than 25,Asian,4,5,12,6,26,772.531494140625,584.420166015625,7602.9951171875,7603.9755859375,M,1
Male,60,25 - 45,African-American,4,7,1,0,14,300.654052734375,71.85308837890625,871.4356689453125,785.1864013671875,M,1
