sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,68,25 - 45,Other,4,5,1,0,3,-141.95050048828125,50.672035217285156,-3.921600341796875,3880.0263671875,M,0
Male,79,Greater than 45,Other,4,5,7,3,19,-11.523651123046875,460.3843078613281,6767.0791015625,5475.7333984375,M,0
Male,58,25 - 45,Hispanic,4,5,0,0,0,-88.8958740234375,38.99347686767578,142.16802978515625,348.46649169921875,F,1
Male,81,Less than 25,Other,4,5,5,0,36,615.497802734375,602.0,7603.0,5168.015625,M,0
Male,61,25 - 45,African-American,4,8,0,0,23,-143.95034790039062,52.45590591430664,691.7352905273438,294.14935302734375,F,1
Female,93,Greater than 45,African-American,4,5,12,6,3,273.03875732421875,40.64882278442383,475.74530029296875,7327.48046875,F,0
Male,58,25 - 45,Caucasian,4,5,1,0,2,-137.14291381835938,40.895328521728516,193.6331787109375,658.2958984375,M,0
Male,60,25 - 45,Hispanic,4,5,1,0,1,68.21932983398438,56.8859977722168,453.10540771484375,598.1583862304688,M,0
Male,79,25 - 45,Caucasian,4,5,1,6,10,-215.78379821777344,22.978923797607422,312.00238037109375,590.8114624023438,M,1
Male,91,Less than 25,Other,4,5,9,6,5,-42.759918212890625,146.24803161621094,662.74560546875,5815.29736328125,M,0
Male,58,25 - 45,Caucasian,4,5,0,0,1,-303.1436767578125,152.2327880859375,65.44534301757812,271.6200256347656,M,1
Male,58,25 - 45,African-American,4,6,0,0,13,171.3514404296875,45.55680847167969,1331.820556640625,246.3443145751953,F,1
Male,59,25 - 45,African-American,4,5,0,0,3,-4.822509765625,39.82173156738281,448.0738525390625,555.247802734375,F,0
Male,59,25 - 45,African-American,4,5,0,0,5,32.5933837890625,34.49506378173828,300.551025390625,482.4276428222656,F,0
Male,58,25 - 45,African-American,4,5,0,0,3,-73.65884399414062,49.981040954589844,403.959228515625,383.15289306640625,M,1
Male,63,25 - 45,Caucasian,4,5,1,0,1,-22.254913330078125,62.816864013671875,679.4327392578125,860.46826171875,M,0
Female,57,25 - 45,African-American,4,8,0,0,12,-44.291595458984375,24.183290481567383,381.36083984375,177.5731201171875,F,1
Male,62,25 - 45,Other,4,5,1,0,1,-29.549774169921875,48.57615661621094,642.4459228515625,1456.6845703125,F,0
Male,95,Greater than 45,Other,4,5,12,6,2,73.66677856445312,216.2285919189453,-25.675872802734375,7602.3427734375,M,0
Male,58,25 - 45,African-American,4,8,0,0,1,-154.22247314453125,20.62510871887207,180.37628173828125,354.1121826171875,F,1
Male,61,25 - 45,African-American,4,5,1,0,6,-20.672088623046875,59.03303909301758,571.5188598632812,567.7880859375,F,0
Female,64,25 - 45,African-American,4,8,0,5,15,-62.073455810546875,23.841522216796875,274.239990234375,148.04470825195312,F,1
Male,59,25 - 45,Hispanic,4,5,0,0,0,145.92388916015625,29.145389556884766,96.06369018554688,585.790771484375,M,1
Female,86,Greater than 45,Hispanic,4,5,5,0,11,15.416259765625,95.74454498291016,1187.95556640625,4030.63427734375,M,0
Male,65,25 - 45,Hispanic,4,5,8,0,8,512.6175537109375,417.657958984375,6379.59619140625,7457.66162109375,M,0
Female,59,25 - 45,African-American,4,5,0,0,6,-59.4283447265625,35.97826385498047,282.298095703125,632.4885864257812,F,0
