sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,38,25 - 45,Caucasian,0,5,0,0,3,-0.9902305530072032,7.382494720183775,0.002896983304714995,1.0023584504362484,F,1
Male,40,25 - 45,Caucasian,0,7,0,0,0,-1.0051122834931978,0.8556704430566456,0.002061727976653438,1.0196844856825886,M,0
Male,26,25 - 45,African-American,0,5,0,0,1,-1.0315159791883537,0.877714364260002,0.002581096204941735,1.0153427501821126,F,1
Male,22,Less than 25,Caucasian,0,0,0,0,0,-0.9966880597490904,0.18514223444467998,0.0009780331965214828,1.000620443337378,F,0
Female,37,Greater than 45,African-American,0,1,0,0,9,-0.9867344058892655,4.698248202907314,0.0031860620732181155,0.9889187868534706,M,0
Female,51,Greater than 45,Caucasian,0,5,0,0,0,-0.9900547384256202,0.5144213741905467,0.0035205971213919662,0.9966335097651952,F,0
Male,23,25 - 45,Caucasian,0,3,0,0,0,-1.0012851596926615,0.3879339273014294,0.0013390615425047936,1.0012246449293158,F,1
Male,52,Greater than 45,African-American,0,5,0,0,9,-0.9998867559961725,7.726143219271915,0.006613372066592044,0.9932459757430858,M,1
Male,32,Less than 25,Hispanic,0,5,0,0,2,-30.68169803483414,6.240625250956894,0.0017464404566925051,30.989317325184842,F,0
Female,26,25 - 45,African-American,0,5,0,0,2,-1.0372012892464284,0.8241130290225802,0.0029438419914044334,1.0219017901993677,F,1
Male,24,Less than 25,African-American,0,5,0,2,0,-1.0148654355827924,0.5520234211005842,-0.002689616840271525,1.014342099165817,M,0
Male,52,Greater than 45,Caucasian,0,3,0,0,0,-0.991786455452193,0.6429806163458663,0.0035763377191997403,1.0016028951258624,F,0
Male,64,Greater than 45,African-American,0,1,0,0,0,-0.8720105294379765,1.3411749587460424,0.00011371349111621853,0.886226487800552,M,0
Male,31,25 - 45,African-American,0,3,0,0,2,-0.9958728890702252,0.7248574583305097,0.00014879399132267102,1.0010332273669078,F,0
Male,23,Less than 25,African-American,1,9,0,0,11,214.80479331161942,168.00901724149819,166.1506989734844,28.69946371779534,M,1
Male,21,Less than 25,African-American,0,1,0,0,0,-0.9872793091801302,0.6252361791350832,0.0025042077157870213,1.0060743240708445,M,0
Male,30,25 - 45,African-American,0,5,0,0,2,0.17295302951738567,1.2544559263857882,0.04387171891172949,0.030572303446138482,F,1
Female,33,25 - 45,Caucasian,0,3,0,1,0,0.12732146804056987,0.5577148950548628,0.03149231647488382,0.048377201883197496,F,1
