sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,18.0,25 - 45,Other,0.0,5.0,0.0,0.0,38.0,0.0,41.223797,0.0,1.0,F,1
Female,44.0,Less than 25,Caucasian,0.0,1.0,0.0,0.0,0.0,1001.0,-1.0,0.0,0.0,M,1
Female,32.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,0
Male,31.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,38.0,-1.0,0.0,0.0,0.0,M,1
Male,18.0,25 - 45,Other,0.0,10.0,0.0,0.0,0.0,-3.0,543.03906,7603.0,7604.0,F,1
Female,33.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-22.0,10.489776,0.0,1.0,F,0
Male,23.0,25 - 45,Caucasian,0.0,8.0,0.0,0.0,38.0,-1.0,0.0,0.0,1.0,F,0
Male,23.0,25 - 45,Other,0.0,5.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,F,0
Male,38.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-300.0,0.0,M,0
Male,31.0,25 - 45,Other,0.0,5.0,0.0,0.0,7.0,-5.0,29.0,0.0,7604.0,M,0
Female,29.0,25 - 45,Caucasian,0.0,9.0,0.0,0.0,1.0,-3.0,749.0,7603.0,7604.0,M,0
Female,31.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,F,1
Male,20.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,38.0,-1.0,749.0,0.0,7604.0,M,0
Female,32.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,1
Male,22.0,Less than 25,Other,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,F,0
Male,96.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,M,0
Male,96.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,M,0
Male,47.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,F,0
Male,35.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,M,0
Male,23.0,25 - 45,Caucasian,0.0,7.0,0.0,0.0,4.0,1001.0,1.0,0.0,0.0,F,1
Male,33.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,0
Male,55.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,7603.0,1.0,F,0
Male,67.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,-300.0,0.0,F,1
Male,40.0,Greater than 45,Caucasian,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,10.0,F,1
Male,96.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,33.0,Greater than 45,Other,0.0,7.0,0.0,0.0,7.0,-5.0,32.0,0.0,1.0,F,1
Female,38.0,25 - 45,Other,0.0,2.0,0.0,0.0,0.0,1001.0,-1.0,7603.0,0.0,M,0
Male,30.0,25 - 45,Caucasian,0.0,4.0,0.0,0.0,38.0,-1.0,1.0,0.0,0.0,F,1
Male,30.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,5.0,0.0,1.0,F,0
Male,25.0,25 - 45,Other,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,F,0
Male,41.0,25 - 45,Other,0.0,1.0,0.0,0.0,2.6775417,-1.0,749.0,0.0,7604.0,F,0
Male,41.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,M,0
Female,40.0,Greater than 45,Other,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,1
Male,26.0,Less than 25,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,0
Male,30.0,25 - 45,Other,0.0,2.0,0.0,0.0,4.0,-1.0,1.0,0.0,1.0,M,0
Male,33.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,F,1
Male,26.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,0.0,3.0,M,0
Male,28.0,25 - 45,Other,0.0,5.0,0.0,0.0,0.0,-1.0,4.0,1.0,375.7736,M,0
Male,28.0,25 - 45,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,1
Female,32.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,M,0
Female,31.0,25 - 45,Other,0.0,5.0,0.0,0.0,0.0,-414.0,0.0,0.0,1.0,F,1
Female,18.0,Less than 25,Other,0.0,4.0,0.0,0.0,0.0,0.0,749.0,0.0,1.0,F,1
Female,22.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,M,1
Male,18.0,25 - 45,Other,0.0,9.0,0.0,0.0,38.0,1001.0,749.0,0.0,7604.0,F,1
Male,28.0,Less than 25,Other,0.0,1.0,0.0,0.0,38.0,-1.0,2.0,0.0,0.0,F,1
Male,96.0,Greater than 45,Caucasian,0.0,4.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,F,0
Female,96.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,2.0,-42.016624,200.80725,0.0,1.0,M,0
Female,36.847874,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-414.0,1.0,0.0,28.00743,M,0
Male,40.0,Less than 25,Other,0.0,2.0,0.0,0.0,0.0,-414.0,-1.0,0.0,1.0,F,0
Female,96.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,F,1
Female,96.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,M,0
Male,50.0,25 - 45,Other,0.0,5.0,0.0,0.0,20.0,1001.0,0.0,0.0,0.0,F,1
Male,33.0,Less than 25,Caucasian,0.0,7.0,0.0,0.0,1.0,-414.0,122.95203,0.0,7604.0,F,0
