sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,24.0,25 - 45,Other,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,F,0
Male,28.0,25 - 45,Other,0.0,6.0,0.0,0.0,15.033478,0.0,0.0,0.0,1.0,M,0
Male,32.0,Less than 25,Other,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,M,0
Male,26.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,F,1
Female,96.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-103.75133,5.0,0.0,3.0,M,0
Male,24.0,Greater than 45,Other,0.0,10.0,0.0,0.0,0.0,1001.0,2.0,-300.0,1.0,F,1
Male,51.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,3.0,0.0,0.0,203.71468,0.0,M,0
Male,24.0,Less than 25,Caucasian,0.0,3.0,0.0,0.0,0.0,-22.0,0.0,0.0,1.0,F,1
Male,18.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,F,0
Male,36.0,25 - 45,Other,0.0,1.0,0.0,0.0,1.0,1001.0,0.0,0.0,1.0,M,0
Male,29.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0
Male,96.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,1.0,-1.0,3.0,0.0,4.0,F,0
Male,34.0,Less than 25,Caucasian,0.0,5.0,0.0,0.0,0.0,1001.0,1.0,0.0,1.0,M,0
Female,26.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,1
Male,35.0,25 - 45,Other,0.0,10.0,0.0,0.0,0.0,-1.0,749.0,0.0,0.0,F,0
Male,18.0,25 - 45,Other,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,0
Male,24.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-4.0,749.0,0.0,1.0,F,0
Male,18.0,25 - 45,Other,0.0,3.0,0.0,0.0,2.0,-3.0,0.0,0.0,7604.0,F,1
Male,18.0,25 - 45,Other,0.0,10.0,0.0,0.0,0.0,28.93207,749.0,0.0,0.0,F,0
Male,43.0,Greater than 45,Other,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7604.0,F,1
Male,23.0,25 - 45,Caucasian,0.0,9.0,0.0,0.0,3.0,-1.0,-1.0,0.0,1.0,F,0
Male,38.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,1
Male,33.0,Greater than 45,Caucasian,0.0,9.0,0.0,0.0,3.0,1001.0,32.0,0.0,0.0,F,0
Male,96.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,1001.0,1.0,0.0,1.0,F,0
Male,29.0,25 - 45,Caucasian,0.0,8.0,0.0,0.0,0.0,1001.0,-1.0,1.0,1.0,F,1
Male,42.0,Greater than 45,Other,0.0,7.0,0.0,0.0,38.0,-1.0,124.65449,0.0,0.0,F,0
Male,18.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-414.0,-1.0,0.0,65.00409,F,0
Male,21.0,Less than 25,Other,0.0,10.0,0.0,0.0,0.0,1001.0,2.0,0.0,1.0,F,0
Male,24.0,Less than 25,Other,0.0,10.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,M,1
Female,96.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-60.83946,1.0,7603.0,1.0,M,0
Male,23.0,25 - 45,Other,0.0,5.0,0.0,0.0,4.0,-414.0,3.0,0.0,0.0,F,1
Male,63.02012,25 - 45,Other,0.0,5.0,0.0,0.0,0.0,1001.0,37.0,-300.0,1.0,F,1
Female,20.0,Greater than 45,Other,0.0,4.0,0.0,0.0,0.0,-3.0,-1.0,0.0,1.0,F,0
Male,39.0,25 - 45,Other,0.0,2.0,0.0,0.0,2.0,-414.0,749.0,0.0,11.0,F,0
Male,18.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,749.0,-300.0,7604.0,F,1
Male,37.0,Greater than 45,Other,0.0,4.0,0.0,0.0,3.0,1001.0,1.0,1.0,1.0,F,1
Male,38.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-414.0,0.0,0.0,1.0,F,0
Male,26.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Female,32.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,1001.0,91.13851,0.0,0.0,F,0
Male,18.0,25 - 45,Caucasian,0.0,8.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,0
Male,29.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,F,0
Male,31.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,-0.20434739,-1.0,0.0,1.0,M,0
Male,30.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,F,1
Male,50.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,F,1
Male,18.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,0.0,-2.0,-1.0,0.0,1.0,M,0
Female,26.0,Less than 25,Other,0.0,3.0,0.0,0.0,38.0,15.1159935,1.0,0.0,0.0,F,0
Male,40.0,25 - 45,Other,0.0,9.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,F,0
Female,18.0,Less than 25,Other,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,-300.0,2.0,F,1
Female,35.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,1
Male,96.0,Greater than 45,Other,0.0,6.0,0.0,0.0,0.0,-1.0,1.0,7603.0,1.0,M,0
Male,35.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,1001.0,749.0,0.0,0.0,F,0
Male,96.0,25 - 45,Other,0.0,2.0,0.0,0.0,38.0,-414.0,749.0,0.0,2.0,F,1
Male,22.0,Less than 25,Caucasian,0.0,1.0,0.0,0.0,0.0,-22.0,-1.0,0.0,1.0,F,1
Female,31.0,25 - 45,Other,0.0,3.0,0.0,0.0,3.0,-414.0,0.0,0.0,1.0,F,1
Male,96.0,25 - 45,Other,0.0,5.0,0.0,0.0,1.0,-1.0,0.0,7603.0,7604.0,M,1
Male,23.0,25 - 45,Other,0.0,10.0,0.0,0.0,2.0,-1.0,1.0,0.0,4.0,F,1
Male,31.0,25 - 45,Other,0.0,8.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,F,0
Female,29.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,749.0,0.0,0.0,F,1
Male,34.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,40.0,0.0,0.0,F,1
Male,33.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,0.0,8.0,0.0,1.0,F,1
Male,25.385014,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0
Male,25.0,Less than 25,Other,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,M,0
Female,21.0,Less than 25,Other,0.0,5.0,0.0,0.0,0.0,-1.0,29.0,0.0,0.0,F,0
Male,29.0,25 - 45,Other,0.0,5.0,0.0,0.0,1.0,-3.0,749.0,0.0,0.0,F,1
Male,96.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,955.01575,5.608664,7603.0,48.02501,M,0
Male,27.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,M,0
Male,26.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,0.0,-3.0,-1.0,1.0,1.0,M,1
Male,28.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,1.0,0.0,1.0,F,1
Male,32.0,25 - 45,Other,0.0,8.0,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,M,1
Male,44.0,Less than 25,Other,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.0,M,0
Female,35.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,F,0
Male,32.0,25 - 45,Other,0.0,4.0,0.0,0.0,1.0,-1.0,0.0,0.0,354.63965,M,0
Male,27.0,25 - 45,Other,0.0,4.0,0.0,2.0,38.0,-1.0,2.0,1.0,1.0,F,1
Male,18.0,Less than 25,Other,0.0,8.0,0.0,0.0,0.0,-1.0,244.04323,-300.0,1.0,F,1
