sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,38.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-6.9988384,1.0,0.0,1.0,M,0
Female,36.0,25 - 45,Other,0.0,8.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Female,43.0,25 - 45,Other,0.0,5.0,0.0,0.0,38.0,50.982193,38.09537,0.0,1.0,F,0
Male,96.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Male,28.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,F,1
Male,30.0,Less than 25,Other,0.0,10.0,0.0,0.0,38.0,-1.0,0.0,0.0,7604.0,F,1
Female,23.0,Less than 25,Other,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,0
Male,34.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-414.0,-1.0,0.0,45.0,M,1
Male,40.0,Greater than 45,Other,0.0,2.0,0.0,0.0,0.0,-52.318542,749.0,0.0,5.0,F,1
Female,41.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Female,33.0,Greater than 45,Caucasian,0.0,7.0,0.0,0.0,1.0,1001.0,-1.0,0.0,0.0,F,0
Male,32.0,Less than 25,Other,0.0,6.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,28.0,25 - 45,Other,0.0,2.0,0.0,0.0,38.0,-1.0,0.0,0.0,1.0,F,0
Female,29.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,3.0,0.0,11.511886,0.0,1.0,F,1
Male,35.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,2.0,-1.0,120.77477,0.0,1.0,F,1
Male,33.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,M,1
Male,31.0,25 - 45,Other,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,F,0
Male,22.0,25 - 45,Other,0.0,9.0,0.0,0.0,15.0,-1.0,1.0,0.0,1.0,F,1
Male,49.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,1001.0,1.0,0.0,0.0,F,0
Male,23.0,25 - 45,Other,0.0,9.0,0.0,0.0,10.0,-1.0,0.0,0.0,1.0,F,1
Male,57.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,7603.0,1.0,F,0
Female,39.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,F,0
Male,34.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,0.0,-7.833697,1.0,0.0,7604.0,F,0
Female,27.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,0.0,1.0,-300.0,1.0,M,0
Male,32.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,0
Male,30.0,Greater than 45,Other,0.0,10.0,0.0,0.0,0.0,1001.0,6.0,0.0,0.0,F,0
Male,28.0,Greater than 45,Other,0.0,2.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,F,0
Male,42.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,36.0,0.0,7604.0,M,0
Male,24.0,25 - 45,Other,0.0,5.0,0.0,0.0,38.0,1001.0,749.0,0.0,1.0,F,1
Male,36.0,25 - 45,Caucasian,0.0,4.0,0.0,0.0,3.0,-1.0,0.0,0.0,1.0,F,0
Male,24.0,Less than 25,Other,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,0
Female,30.0,25 - 45,Other,0.0,4.0,0.0,0.0,38.0,0.0,1.0,0.0,1.0,F,1
Male,31.0,25 - 45,Other,0.0,10.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,M,1
Male,32.0,25 - 45,Other,0.0,2.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,M,1
Male,37.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-414.0,749.0,0.0,7604.0,M,1
Female,32.0,Less than 25,Other,0.0,4.0,0.0,0.0,0.0,-1.0,181.17624,-300.0,1.0,F,1
Female,27.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,28.0,25 - 45,Other,0.0,10.0,0.0,0.0,0.0,-1.0,25.0,-300.0,1.0,F,1
Male,96.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,7604.0,M,0
Male,42.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,F,0
Male,27.0,Less than 25,Other,0.0,8.0,0.0,0.0,9.0,0.0,-1.0,1.0,0.0,F,1
