sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,25,25 - 45,Caucasian,0,1,0,0,1,-183.31292724609375,32.962867736816406,4.8218994140625,355.976318359375,F,0
Male,43,Less than 25,African-American,0,9,0,0,8,-93.1475830078125,45.199195861816406,179.31240844726562,418.25201416015625,F,0
Male,30,25 - 45,African-American,0,1,0,0,2,-206.51202392578125,47.73868942260742,266.00006103515625,449.11383056640625,F,0
Male,39,25 - 45,African-American,0,3,0,0,3,-134.71609497070312,43.39570236206055,318.23516845703125,448.40155029296875,F,0
Male,20,25 - 45,African-American,0,6,0,0,1,-56.859619140625,40.630836486816406,85.30996704101562,400.1589050292969,F,1
Male,26,25 - 45,Caucasian,0,1,0,0,1,-135.63748168945312,33.4300651550293,49.51611328125,361.3346862792969,F,0
Male,24,25 - 45,Caucasian,0,2,0,0,1,-0.123260498046875,37.68789291381836,49.8463134765625,423.91290283203125,F,1
Male,29,25 - 45,African-American,0,1,0,0,2,-209.45550537109375,45.8150749206543,226.5401611328125,430.84307861328125,F,0
Female,46,25 - 45,Hispanic,0,3,0,0,10,-197.16148376464844,41.78753662109375,195.71783447265625,428.2403564453125,M,1
Male,33,Greater than 45,African-American,0,4,0,0,4,-275.0264892578125,45.3443717956543,255.0357666015625,447.1606140136719,F,0
Female,95,Less than 25,African-American,9,9,12,6,37,1000.9964599609375,748.9999389648438,7602.99951171875,7603.99951171875,M,0
Male,21,25 - 45,Caucasian,0,1,0,0,0,-290.8391418457031,31.556564331054688,89.60104370117188,395.72265625,F,0
Male,69,Less than 25,African-American,1,9,1,0,22,437.32159423828125,83.86000061035156,828.291748046875,873.3450927734375,F,0
Male,21,25 - 45,African-American,0,4,0,0,1,-87.91656494140625,37.52548599243164,91.269775390625,389.20062255859375,F,1
Male,30,25 - 45,African-American,0,1,0,0,2,-149.81768798828125,46.83266067504883,250.98187255859375,452.2082824707031,F,0
Male,23,25 - 45,African-American,0,6,0,0,1,310.55419921875,43.64065170288086,212.36328125,456.3118591308594,F,0
Male,22,25 - 45,African-American,0,9,0,0,2,77.67843627929688,42.936283111572266,198.46810913085938,524.6150512695312,F,1
Male,23,25 - 45,African-American,0,9,0,0,2,229.33935546875,46.59595489501953,260.3028564453125,517.4244995117188,F,1
Male,34,25 - 45,African-American,0,2,0,0,3,-162.95530700683594,44.030757904052734,298.20068359375,469.7402648925781,F,0
Male,33,25 - 45,Caucasian,0,2,0,0,1,-111.82852172851562,33.26146697998047,65.00277709960938,377.34832763671875,F,0
Female,43,Less than 25,Other,0,3,0,0,15,-134.39285278320312,47.131370544433594,169.6256103515625,364.4792175292969,M,1
Male,27,25 - 45,Caucasian,0,1,0,0,1,-59.471343994140625,30.70730972290039,34.2242431640625,325.3943786621094,F,0
Male,27,25 - 45,Caucasian,0,1,0,0,1,-125.482421875,37.52821350097656,97.27996826171875,382.86260986328125,F,0
Male,20,25 - 45,African-American,0,8,0,0,1,-171.14697265625,48.707679748535156,138.263671875,449.7123107910156,F,1
Female,44,Less than 25,Other,0,3,0,0,17,-85.41598510742188,43.71609115600586,185.98464965820312,359.9951477050781,M,1
Male,53,25 - 45,Hispanic,0,3,0,0,4,-138.47177124023438,37.47917175292969,84.95974731445312,347.2073974609375,M,1
Male,25,25 - 45,African-American,0,7,0,0,2,397.21142578125,46.12949752807617,222.0213623046875,430.09228515625,F,0
Male,29,25 - 45,African-American,0,8,0,0,3,521.947998046875,48.13822555541992,241.9703369140625,457.2178649902344,F,0
Male,26,25 - 45,Caucasian,0,1,0,0,1,-132.9957275390625,35.99282455444336,49.26953125,351.9096984863281,F,0
Male,30,25 - 45,African-American,0,1,0,0,1,-51.929534912109375,43.88055419921875,217.05474853515625,455.4192199707031,F,0
Male,28,25 - 45,Caucasian,0,2,0,0,1,-168.8101043701172,29.808143615722656,10.056976318359375,309.110595703125,F,0
Male,20,25 - 45,African-American,0,7,0,0,1,18.76708984375,42.0140495300293,82.5540771484375,413.5216064453125,F,1
Male,53,25 - 45,Caucasian,0,2,0,0,3,-60.833282470703125,37.84978485107422,93.20675659179688,401.11907958984375,M,0
Male,36,Greater than 45,African-American,0,3,0,0,4,-215.05496215820312,46.74609375,282.0006103515625,479.3562927246094,F,0
Male,32,25 - 45,Hispanic,0,2,0,0,2,17.51776123046875,38.81743621826172,85.58013916015625,380.587158203125,M,0
Male,60,25 - 45,Hispanic,0,2,0,0,4,-26.564483642578125,36.32890701293945,119.27801513671875,399.98736572265625,M,1
Male,54,25 - 45,Caucasian,0,3,0,0,2,93.59307861328125,34.09496307373047,103.40652465820312,354.6458740234375,F,0
Male,26,25 - 45,African-American,0,9,0,0,3,358.0166015625,42.60554504394531,137.39718627929688,378.64300537109375,F,1
Male,20,25 - 45,African-American,0,7,0,0,1,15.825469970703125,43.220062255859375,64.87277221679688,415.736572265625,F,1
Male,20,25 - 45,African-American,0,5,0,0,1,-113.43698120117188,40.957481384277344,125.204833984375,425.7335205078125,F,1
Male,61,25 - 45,Caucasian,0,2,0,0,3,5.614013671875,31.24658966064453,23.2015380859375,284.0343322753906,M,0
Male,20,25 - 45,African-American,0,7,0,0,1,-266.2269592285156,37.085914611816406,74.36642456054688,428.7298583984375,F,1
Male,23,25 - 45,Caucasian,0,2,0,0,2,-9.7747802734375,36.299068450927734,15.707275390625,392.22119140625,F,1
Male,48,25 - 45,Caucasian,0,2,0,0,2,2.18670654296875,34.045989990234375,36.551483154296875,328.7428894042969,F,0
Male,24,25 - 45,African-American,0,8,0,0,2,347.6302490234375,48.21860122680664,188.56747436523438,432.8026123046875,F,0
Male,57,Less than 25,African-American,0,9,0,0,15,218.03741455078125,46.15631866455078,294.9091796875,489.4631652832031,F,0
Male,21,25 - 45,African-American,0,6,0,0,1,87.5721435546875,40.113773345947266,99.94094848632812,427.7665100097656,F,1
Male,83,Less than 25,African-American,3,9,4,2,30,809.849365234375,241.0073699951172,2382.464111328125,2399.35595703125,F,0
Male,21,25 - 45,African-American,0,9,0,0,1,-112.3172607421875,49.36940383911133,172.23480224609375,501.84893798828125,F,1
Male,26,25 - 45,Caucasian,0,2,0,0,2,10.377410888671875,35.08015823364258,41.42291259765625,384.6277160644531,F,1
