sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,33,25 - 45,African-American,0,4,1,0,3,-57.997161865234375,71.10330200195312,465.45269775390625,727.0424194335938,F,0
Male,37,25 - 45,Caucasian,1,3,1,0,3,106.79071044921875,79.44181823730469,548.4765014648438,833.929443359375,F,1
Male,32,25 - 45,African-American,0,3,1,0,3,1.86297607421875,69.56190490722656,450.31768798828125,731.5430297851562,F,0
Male,46,25 - 45,African-American,0,9,1,0,3,461.6412353515625,71.87725067138672,475.98223876953125,749.9717407226562,F,0
Male,34,25 - 45,African-American,0,5,1,0,3,-16.613433837890625,71.9944839477539,455.1900634765625,721.3910522460938,F,0
Male,34,25 - 45,African-American,0,4,1,0,3,34.41046142578125,73.24249267578125,427.7501220703125,734.3113403320312,F,0
Male,36,25 - 45,African-American,0,2,1,0,3,23.051849365234375,69.70301055908203,459.286376953125,742.3485717773438,F,0
Male,32,25 - 45,African-American,0,2,1,0,3,-23.00872802734375,69.5903549194336,464.1259765625,749.962646484375,F,0
Male,31,25 - 45,African-American,0,4,1,0,3,-33.489471435546875,73.6850357055664,456.7127685546875,731.5350952148438,F,0
Male,34,25 - 45,African-American,0,5,1,0,3,29.48236083984375,67.60704040527344,416.8072509765625,739.5233154296875,F,0
Male,33,25 - 45,African-American,0,2,1,0,3,-45.461456298828125,67.37406921386719,430.1463623046875,729.0670166015625,F,0
Male,32,25 - 45,African-American,0,4,1,0,3,-22.791717529296875,69.49927520751953,481.19677734375,742.5094604492188,F,0
Male,31,25 - 45,African-American,0,2,1,0,3,-76.38897705078125,70.66049194335938,434.24176025390625,744.32373046875,F,0
Male,32,25 - 45,African-American,0,3,1,0,3,5.77508544921875,66.41149139404297,448.29449462890625,731.1879272460938,F,0
Male,32,25 - 45,African-American,0,2,1,0,3,-45.43792724609375,70.19570922851562,451.921142578125,774.49462890625,F,0
Male,33,25 - 45,African-American,0,4,1,0,3,-28.237548828125,72.79611206054688,474.87335205078125,727.3689575195312,F,0
Male,33,25 - 45,African-American,0,2,1,0,3,-88.54141235351562,69.45807647705078,450.35418701171875,708.4820556640625,F,0
Male,31,25 - 45,African-American,0,2,1,0,3,-80.71734619140625,66.51775360107422,413.32806396484375,720.16845703125,F,0
Male,34,25 - 45,African-American,0,2,1,0,3,-2.41912841796875,69.53143310546875,441.83868408203125,736.34912109375,F,0
Female,95,Greater than 45,Hispanic,9,9,12,6,37,999.0172119140625,748.2888793945312,7596.3193359375,7598.03173828125,M,0
Male,34,25 - 45,African-American,0,5,1,0,3,28.012176513671875,68.23468017578125,461.78082275390625,721.85693359375,F,1
Male,33,25 - 45,African-American,0,4,1,0,3,-15.857666015625,72.81678771972656,463.0284423828125,723.0575561523438,F,0
Male,35,25 - 45,Caucasian,0,3,1,0,3,71.62503051757812,71.99506378173828,514.9290771484375,747.4866333007812,F,1
Male,37,25 - 45,Caucasian,1,3,1,0,4,96.87857055664062,79.53082275390625,529.0437622070312,858.6066284179688,F,1
Male,32,25 - 45,Caucasian,1,3,1,1,5,11.79010009765625,105.05369567871094,774.97998046875,1108.020263671875,M,1
Male,33,25 - 45,African-American,0,5,1,0,3,-9.183258056640625,74.93693542480469,482.4229736328125,746.5092163085938,F,0
Male,35,25 - 45,Caucasian,1,3,1,0,3,0.2041015625,72.7738265991211,483.212890625,738.4215087890625,F,1
Male,31,25 - 45,African-American,0,2,1,0,3,-48.46722412109375,69.3924789428711,425.27899169921875,726.1492919921875,F,0
Male,90,25 - 45,African-American,6,9,8,4,26,912.38037109375,534.9459228515625,5212.53955078125,5280.021484375,F,0
Male,34,25 - 45,African-American,0,3,1,0,3,15.97802734375,70.950439453125,475.69512939453125,736.7255249023438,F,0
Female,95,Less than 25,Other,9,9,12,6,37,1000.2333984375,748.8211669921875,7599.6865234375,7601.16796875,M,1
